CustomerID,Age,Gender,Tenure_Months,Contract_Type,Payment_Method,Monthly_Charges,Total_Charges,Num_Support_Calls,Avg_Login_Per_Month,Churn
CUST_2071,33,Female,59,One year,Electronic check,83.66,4935.94,5,24,1
CUST_2072,38,Male,50,Month-to-month,Bank transfer,91.92,4596.0,4,12,0
CUST_2073,68,Female,62,One year,Electronic check,68.38,4239.56,1,10,1
CUST_2074,26,Male,4,Month-to-month,Electronic check,87.16,348.64,4,3,1
CUST_2075,64,Female,61,Month-to-month,Electronic check,72.37,4414.57,3,1,0
CUST_2076,22,Female,30,Two year,Credit card,65.82,1974.6,5,16,0
CUST_2077,61,Female,15,Two year,Bank transfer,88.34,1325.1,4,15,1
CUST_2078,61,Female,15,Month-to-month,Credit card,99.48,1492.2,4,9,1
CUST_2079,24,Male,42,Month-to-month,Electronic check,70.33,2953.86,0,28,0
CUST_2080,71,Female,4,Month-to-month,Mailed check,107.5,430.0,4,6,1
CUST_2081,37,Female,26,Month-to-month,Bank transfer,109.65,2850.9,0,17,0
CUST_2082,40,Female,69,One year,Bank transfer,106.26,7331.94,2,6,0
CUST_2083,28,Male,65,Month-to-month,Mailed check,66.24,4305.6,1,21,0
CUST_2084,40,Female,10,Two year,Electronic check,66.72,667.2,2,9,0
CUST_2085,40,Male,53,Two year,Mailed check,111.26,5896.78,5,8,0
CUST_2086,43,Male,29,Month-to-month,Electronic check,39.2,1136.8,3,11,0
CUST_2087,51,Female,60,Month-to-month,Credit card,91.81,5508.6,1,22,0
CUST_2088,55,Female,35,Two year,Bank transfer,115.23,4033.05,2,15,0
CUST_2089,49,Male,4,Month-to-month,Electronic check,74.68,298.72,4,16,1
CUST_2090,29,Male,11,One year,Mailed check,50.5,555.5,5,2,1
CUST_2091,72,Female,16,Two year,Mailed check,69.04,1104.64,5,19,1
CUST_2092,69,Male,8,Two year,Bank transfer,93.63,749.04,1,14,1
CUST_2093,72,Female,31,Month-to-month,Credit card,43.36,1344.16,2,5,0
CUST_2094,30,Male,43,Month-to-month,Bank transfer,65.52,2817.36,1,28,1
CUST_2095,56,Female,44,Month-to-month,Electronic check,53.74,2364.56,2,28,0
CUST_2096,34,Female,67,Month-to-month,Credit card,72.41,4851.47,2,17,0
CUST_2097,54,Male,64,One year,Mailed check,49.32,3156.48,4,2,0
CUST_2098,51,Female,48,Month-to-month,Mailed check,106.19,5097.12,0,12,0
CUST_2099,34,Female,21,One year,Credit card,64.97,1364.37,3,12,0
CUST_2100,74,Male,24,Month-to-month,Credit card,68.22,1637.28,2,8,0
CUST_2101,26,Male,28,Month-to-month,Bank transfer,38.08,1066.24,4,15,1
CUST_2102,40,Female,15,Month-to-month,Bank transfer,32.77,491.55,0,20,0
CUST_2103,36,Female,44,Month-to-month,Mailed check,99.96,4398.24,3,27,1
CUST_2104,20,Female,63,Month-to-month,Credit card,96.3,6066.9,5,21,1
CUST_2105,60,Female,21,One year,Electronic check,53.49,1123.29,0,17,0
CUST_2106,48,Male,59,One year,Credit card,78.17,4612.03,5,21,1
CUST_2107,31,Female,63,Month-to-month,Credit card,58.76,3701.88,4,13,1
CUST_2108,64,Female,23,Month-to-month,Bank transfer,46.64,1072.72,2,26,1
CUST_2109,65,Female,66,One year,Mailed check,41.39,2731.74,4,29,0
CUST_2110,57,Female,50,One year,Credit card,105.72,5286.0,5,14,1
CUST_2111,44,Female,44,One year,Credit card,37.78,1662.32,3,7,0
CUST_2112,20,Male,24,Two year,Credit card,117.12,2810.88,5,6,1
CUST_2113,23,Female,53,Month-to-month,Credit card,88.99,4716.47,5,18,0
CUST_2114,56,Female,30,One year,Electronic check,81.61,2448.3,1,4,1
CUST_2115,35,Male,19,One year,Mailed check,69.51,1320.69,4,10,0
CUST_2116,39,Male,55,Month-to-month,Credit card,73.37,4035.35,5,8,1
CUST_2117,43,Female,46,One year,Mailed check,95.12,4375.52,4,8,0
CUST_2118,46,Male,18,Two year,Electronic check,50.18,903.24,1,5,1
CUST_2119,64,Female,47,Month-to-month,Electronic check,103.57,4867.79,4,10,0
CUST_2120,50,Female,16,Month-to-month,Credit card,95.24,1523.84,3,25,1
CUST_2121,51,Male,56,Month-to-month,Bank transfer,83.87,4696.72,0,8,0
CUST_2122,40,Male,55,Month-to-month,Mailed check,112.13,6167.15,2,4,0
CUST_2123,47,Male,8,Month-to-month,Mailed check,118.78,950.24,1,23,0
CUST_2124,31,Female,61,Two year,Electronic check,96.15,5865.15,3,16,0
CUST_2125,74,Female,43,One year,Bank transfer,83.32,3582.76,0,23,0
CUST_2126,60,Female,13,Month-to-month,Mailed check,39.66,515.58,5,18,0
CUST_2127,57,Male,34,One year,Credit card,65.11,2213.74,2,14,0
CUST_2128,57,Male,55,Month-to-month,Electronic check,113.77,6257.35,3,26,0
CUST_2129,41,Female,7,One year,Electronic check,59.04,413.28,1,22,0
CUST_2130,67,Female,15,One year,Electronic check,88.91,1333.65,4,25,1
CUST_2131,65,Female,22,Month-to-month,Electronic check,91.06,2003.32,0,22,1
CUST_2132,37,Male,7,Month-to-month,Electronic check,97.94,685.58,0,24,1
CUST_2133,48,Female,51,Two year,Mailed check,76.13,3882.63,2,1,0
CUST_2134,21,Male,28,Month-to-month,Credit card,115.66,3238.48,4,17,1
CUST_2135,67,Male,61,One year,Bank transfer,86.7,5288.7,0,16,0
CUST_2136,37,Male,59,Month-to-month,Electronic check,55.8,3292.2,5,17,1
CUST_2137,50,Female,23,One year,Bank transfer,108.44,2494.12,3,20,1
CUST_2138,44,Male,68,Two year,Mailed check,119.73,8141.64,4,7,1
CUST_2139,26,Male,20,One year,Mailed check,39.67,793.4,0,22,0
CUST_2140,27,Male,30,Month-to-month,Mailed check,68.23,2046.9,3,9,0
CUST_2141,53,Female,34,Two year,Credit card,79.24,2694.16,1,22,0
CUST_2142,72,Male,18,Two year,Bank transfer,49.81,896.58,2,7,1
CUST_2143,23,Female,13,Two year,Bank transfer,41.86,544.18,1,17,0
CUST_2144,54,Male,64,Two year,Mailed check,100.58,6437.12,0,25,0
CUST_2145,52,Male,47,Month-to-month,Electronic check,86.25,4053.75,5,5,0
CUST_2146,68,Male,24,Month-to-month,Mailed check,39.19,940.56,1,24,0
CUST_2147,39,Female,34,One year,Credit card,44.23,1503.82,1,23,1
CUST_2148,19,Female,17,One year,Mailed check,50.04,850.68,4,28,1
CUST_2149,20,Female,65,One year,Credit card,84.25,5476.25,2,27,0
CUST_2150,61,Male,2,Month-to-month,Mailed check,89.17,178.34,4,1,1
CUST_2151,43,Female,55,Two year,Electronic check,78.16,4298.8,3,23,0
CUST_2152,27,Female,28,One year,Mailed check,72.76,2037.28,4,27,1
CUST_2153,22,Female,21,One year,Bank transfer,67.79,1423.59,5,9,1
CUST_2154,19,Female,42,Month-to-month,Mailed check,103.65,4353.3,3,13,1
CUST_2155,42,Male,37,One year,Mailed check,87.41,3234.17,2,14,0
CUST_2156,52,Male,42,Two year,Bank transfer,61.37,2577.54,4,21,1
CUST_2157,60,Male,20,Month-to-month,Mailed check,83.13,1662.6,4,16,1
CUST_2158,26,Male,26,One year,Mailed check,71.35,1855.1,2,13,1
CUST_2159,29,Female,52,Month-to-month,Mailed check,81.35,4230.2,3,14,0
CUST_2160,31,Male,67,One year,Bank transfer,63.78,4273.26,5,5,1
CUST_2161,68,Female,24,Month-to-month,Mailed check,106.19,2548.56,4,12,1
CUST_2162,52,Female,33,Month-to-month,Credit card,110.95,3661.35,2,11,1
CUST_2163,58,Male,3,Month-to-month,Credit card,50.12,150.36,2,10,0
CUST_2164,57,Female,20,Month-to-month,Credit card,41.38,827.6,3,16,1
CUST_2165,48,Female,37,Month-to-month,Electronic check,104.93,3882.41,3,28,0
CUST_2166,64,Female,29,One year,Bank transfer,98.17,2846.93,5,19,1
CUST_2167,27,Male,17,Month-to-month,Bank transfer,80.99,1376.83,4,26,1
CUST_2168,43,Female,69,One year,Credit card,64.3,4436.7,4,24,0
CUST_2169,64,Female,70,Two year,Credit card,114.86,8040.2,5,25,0
CUST_2170,58,Female,29,One year,Credit card,72.06,2089.74,3,18,0
CUST_2171,38,Female,57,One year,Mailed check,102.13,5821.41,3,4,1
CUST_2172,50,Male,21,Two year,Credit card,35.77,751.17,5,26,1
CUST_2173,21,Female,37,Month-to-month,Bank transfer,79.95,2958.15,1,20,0
CUST_2174,60,Female,63,Month-to-month,Bank transfer,62.03,3907.89,3,18,0
CUST_2175,20,Male,70,Two year,Mailed check,60.39,4227.3,0,11,0
CUST_2176,74,Male,5,One year,Credit card,117.84,589.2,1,6,1
CUST_2177,42,Male,3,Month-to-month,Bank transfer,84.38,253.14,0,25,0
CUST_2178,33,Male,55,Month-to-month,Credit card,93.48,5141.4,0,28,0
CUST_2179,59,Male,39,Two year,Mailed check,93.84,3659.76,3,28,0
CUST_2180,64,Female,14,Month-to-month,Mailed check,82.32,1152.48,1,15,1
CUST_2181,44,Female,63,Month-to-month,Bank transfer,118.78,7483.14,0,7,0
CUST_2182,69,Male,67,One year,Mailed check,79.42,5321.14,4,5,0
CUST_2183,56,Male,27,One year,Credit card,73.95,1996.65,2,10,1
CUST_2184,20,Female,63,Month-to-month,Mailed check,31.13,1961.19,5,17,0
CUST_2185,42,Female,57,Month-to-month,Electronic check,39.94,2276.58,4,16,1
CUST_2186,20,Female,16,Month-to-month,Mailed check,76.57,1225.12,4,24,1
CUST_2187,47,Male,60,Month-to-month,Credit card,80.28,4816.8,3,2,1
CUST_2188,56,Male,57,One year,Mailed check,56.77,3235.89,4,22,1
CUST_2189,65,Female,6,Month-to-month,Mailed check,36.26,217.56,5,20,1
CUST_2190,61,Male,32,One year,Electronic check,43.58,1394.56,0,4,0
CUST_2191,73,Female,60,One year,Bank transfer,108.41,6504.6,0,1,0
CUST_2192,59,Female,21,Month-to-month,Credit card,73.83,1550.43,3,17,1
CUST_2193,39,Male,48,Two year,Bank transfer,58.42,2804.16,2,16,0
CUST_2194,24,Male,65,Month-to-month,Electronic check,91.99,5979.35,2,24,1
CUST_2195,63,Male,16,One year,Credit card,75.12,1201.92,4,13,1
CUST_2196,22,Male,39,Month-to-month,Bank transfer,116.04,4525.56,4,8,1
CUST_2197,29,Male,37,Two year,Bank transfer,37.97,1404.89,1,1,0
CUST_2198,54,Female,31,Two year,Credit card,36.83,1141.73,0,17,0
CUST_2199,51,Male,62,Month-to-month,Electronic check,84.94,5266.28,2,22,1
CUST_2200,45,Male,44,Month-to-month,Electronic check,62.17,2735.48,1,23,1
CUST_2201,28,Male,9,Month-to-month,Bank transfer,36.23,326.07,3,7,1
CUST_2202,61,Female,60,Month-to-month,Bank transfer,67.48,4048.8,1,10,0
CUST_2203,19,Male,42,Month-to-month,Mailed check,92.74,3895.08,4,26,0
CUST_2204,25,Male,31,Month-to-month,Mailed check,64.12,1987.72,3,26,0
CUST_2205,32,Female,1,Month-to-month,Mailed check,48.58,48.58,3,16,1
CUST_2206,59,Female,47,One year,Mailed check,44.1,2072.7,5,21,1
CUST_2207,30,Female,58,Two year,Credit card,75.97,4406.26,3,22,0
CUST_2208,62,Female,66,Month-to-month,Credit card,95.42,6297.72,5,13,1
CUST_2209,56,Male,41,One year,Mailed check,32.03,1313.23,3,26,1
CUST_2210,25,Male,45,Month-to-month,Credit card,70.45,3170.25,2,1,1
CUST_2211,43,Male,24,Month-to-month,Electronic check,55.09,1322.16,2,16,0
CUST_2212,54,Male,32,Month-to-month,Mailed check,68.44,2190.08,0,27,1
CUST_2213,62,Male,67,Two year,Mailed check,31.67,2121.89,2,8,1
CUST_2214,41,Female,17,One year,Mailed check,41.89,712.13,5,2,1
CUST_2215,24,Male,53,One year,Electronic check,44.57,2362.21,5,16,1
CUST_2216,70,Female,47,Two year,Credit card,112.57,5290.79,2,2,0
CUST_2217,20,Male,42,Month-to-month,Bank transfer,82.1,3448.2,5,29,0
CUST_2218,23,Male,26,Month-to-month,Credit card,82.2,2137.2,3,27,0
CUST_2219,34,Female,14,Two year,Electronic check,116.61,1632.54,1,18,0
CUST_2220,64,Male,1,Two year,Electronic check,39.85,39.85,2,13,1
CUST_2221,68,Female,68,One year,Bank transfer,66.08,4493.44,0,7,0
CUST_2222,69,Female,11,Two year,Mailed check,45.53,500.83,5,12,0
CUST_2223,35,Female,9,One year,Credit card,50.38,453.42,4,18,1
CUST_2224,38,Male,36,Month-to-month,Electronic check,94.66,3407.76,5,13,1
CUST_2225,63,Male,57,One year,Credit card,41.31,2354.67,3,11,0
CUST_2226,61,Female,62,Two year,Bank transfer,84.42,5234.04,2,5,0
CUST_2227,55,Female,44,One year,Electronic check,53.88,2370.72,1,22,0
CUST_2228,30,Male,71,Two year,Mailed check,39.58,2810.18,2,26,0
CUST_2229,27,Female,1,Month-to-month,Electronic check,81.8,81.8,0,27,1
CUST_2230,29,Male,41,One year,Bank transfer,49.31,2021.71,5,21,1
CUST_2231,73,Male,71,Month-to-month,Credit card,53.11,3770.81,3,21,0
CUST_2232,53,Male,37,Month-to-month,Mailed check,68.85,2547.45,0,28,0
CUST_2233,25,Female,1,Month-to-month,Electronic check,98.67,98.67,1,13,1
CUST_2234,37,Female,60,Two year,Electronic check,59.47,3568.2,2,4,0
CUST_2235,67,Female,68,Month-to-month,Bank transfer,96.49,6561.32,1,13,0
CUST_2236,60,Male,36,One year,Mailed check,52.67,1896.12,2,10,1
CUST_2237,43,Female,16,Two year,Electronic check,101.25,1620.0,1,26,0
CUST_2238,33,Male,2,Month-to-month,Bank transfer,94.69,189.38,4,10,1
CUST_2239,49,Female,51,One year,Mailed check,56.46,2879.46,4,12,0
CUST_2240,70,Male,55,One year,Mailed check,33.91,1865.05,0,22,0
CUST_2241,32,Female,21,Month-to-month,Credit card,60.24,1265.04,5,5,0
CUST_2242,50,Female,6,Two year,Mailed check,95.55,573.3,4,14,1
CUST_2243,60,Female,58,One year,Bank transfer,82.18,4766.44,5,2,1
CUST_2244,40,Male,58,One year,Credit card,79.93,4635.94,0,8,0
CUST_2245,57,Male,13,Two year,Credit card,46.23,600.99,4,12,1
CUST_2246,35,Male,28,One year,Credit card,39.02,1092.56,1,29,1
CUST_2247,53,Male,47,Month-to-month,Credit card,80.25,3771.75,0,6,0
CUST_2248,74,Female,16,One year,Credit card,59.53,952.48,0,16,0
CUST_2249,51,Female,22,Two year,Credit card,32.66,718.52,1,16,0
CUST_2250,38,Male,40,One year,Electronic check,77.87,3114.8,2,16,0
CUST_2251,62,Female,39,Two year,Mailed check,114.47,4464.33,4,24,0
CUST_2252,30,Female,20,Month-to-month,Electronic check,42.13,842.6,1,28,0
CUST_2253,68,Male,26,Month-to-month,Credit card,69.86,1816.36,2,26,0
CUST_2254,40,Male,41,Month-to-month,Electronic check,100.8,4132.8,2,6,0
CUST_2255,19,Male,46,Month-to-month,Bank transfer,81.1,3730.6,2,2,0
CUST_2256,58,Male,71,Month-to-month,Bank transfer,65.08,4620.68,5,23,0
CUST_2257,71,Male,17,Two year,Credit card,49.8,846.6,5,15,1
CUST_2258,63,Male,35,Month-to-month,Mailed check,73.66,2578.1,5,28,0
CUST_2259,74,Male,61,Month-to-month,Bank transfer,96.84,5907.24,1,5,0
CUST_2260,44,Male,31,Month-to-month,Mailed check,87.95,2726.45,3,4,0
CUST_2261,25,Female,59,Month-to-month,Bank transfer,31.27,1844.93,5,24,1
CUST_2262,38,Female,10,Month-to-month,Credit card,114.27,1142.7,3,8,0
CUST_2263,39,Female,27,Two year,Electronic check,114.25,3084.75,1,28,0
CUST_2264,22,Male,30,Two year,Mailed check,112.98,3389.4,3,1,0
CUST_2265,63,Female,35,Month-to-month,Bank transfer,118.67,4153.45,4,20,0
CUST_2266,72,Male,20,One year,Mailed check,60.69,1213.8,5,16,1
CUST_2267,67,Female,45,One year,Mailed check,108.96,4903.2,3,2,0
CUST_2268,72,Male,45,Two year,Mailed check,37.81,1701.45,3,22,0
CUST_2269,24,Male,47,Two year,Mailed check,31.91,1499.77,3,15,0
CUST_2270,48,Female,54,One year,Mailed check,85.62,4623.48,3,19,0
CUST_2271,49,Female,27,Two year,Electronic check,67.46,1821.42,0,17,0
CUST_2272,34,Female,23,One year,Electronic check,66.72,1534.56,5,22,1
CUST_2273,52,Male,34,Month-to-month,Electronic check,80.04,2721.36,5,23,1
CUST_2274,74,Female,66,Month-to-month,Mailed check,97.23,6417.18,2,21,0
CUST_2275,64,Male,56,Two year,Credit card,84.07,4707.92,3,7,0
CUST_2276,73,Male,41,Month-to-month,Credit card,86.27,3537.07,3,14,1
CUST_2277,71,Female,55,Two year,Electronic check,86.24,4743.2,5,28,0
CUST_2278,73,Male,52,Month-to-month,Mailed check,45.97,2390.44,4,6,0
CUST_2279,33,Female,16,Month-to-month,Electronic check,105.05,1680.8,3,29,0
CUST_2280,29,Male,48,One year,Credit card,41.31,1982.88,3,15,0
CUST_2281,19,Female,70,Month-to-month,Bank transfer,35.84,2508.8,1,7,0
CUST_2282,57,Female,40,Month-to-month,Credit card,72.35,2894.0,3,17,0
CUST_2283,68,Male,36,Month-to-month,Electronic check,42.26,1521.36,1,21,1
CUST_2284,53,Female,8,Month-to-month,Electronic check,113.64,909.12,4,21,1
CUST_2285,68,Male,51,Month-to-month,Electronic check,116.58,5945.58,2,16,1
CUST_2286,41,Male,52,Two year,Mailed check,91.28,4746.56,1,13,0
CUST_2287,32,Male,3,Month-to-month,Electronic check,53.44,160.32,5,21,1
CUST_2288,58,Male,50,Month-to-month,Credit card,64.17,3208.5,4,5,1
CUST_2289,62,Female,18,Month-to-month,Electronic check,54.71,984.78,3,10,1
CUST_2290,61,Male,36,One year,Electronic check,117.03,4213.08,3,10,1
CUST_2291,73,Female,22,Month-to-month,Bank transfer,37.56,826.32,3,13,0
CUST_2292,50,Male,65,Two year,Credit card,33.78,2195.7,4,9,0
CUST_2293,44,Female,69,One year,Electronic check,113.0,7797.0,1,27,0
CUST_2294,59,Male,1,Two year,Credit card,66.86,66.86,0,26,1
CUST_2295,47,Female,54,Month-to-month,Bank transfer,30.65,1655.1,4,12,1
CUST_2296,70,Male,36,One year,Credit card,34.09,1227.24,2,24,1
CUST_2297,31,Male,51,Month-to-month,Bank transfer,88.08,4492.08,3,12,0
CUST_2298,66,Male,48,Month-to-month,Credit card,114.63,5502.24,1,8,1
CUST_2299,71,Male,49,Month-to-month,Credit card,32.58,1596.42,1,28,1
CUST_2300,43,Male,32,Month-to-month,Credit card,108.52,3472.64,5,28,0
CUST_2301,64,Female,25,Month-to-month,Mailed check,100.25,2506.25,5,6,0
CUST_2302,58,Female,57,One year,Credit card,117.76,6712.32,5,26,0
CUST_2303,18,Male,40,Month-to-month,Electronic check,36.51,1460.4,5,22,1
CUST_2304,55,Female,68,One year,Mailed check,109.9,7473.2,2,8,0
CUST_2305,45,Female,38,Two year,Electronic check,62.85,2388.3,0,6,0
CUST_2306,32,Female,3,One year,Bank transfer,46.06,138.18,4,4,0
CUST_2307,27,Female,43,Two year,Bank transfer,104.27,4483.61,4,21,1
CUST_2308,61,Female,5,Month-to-month,Electronic check,88.18,440.9,3,20,1
CUST_2309,57,Female,38,Month-to-month,Credit card,65.95,2506.1,0,2,1
CUST_2310,35,Male,43,One year,Bank transfer,107.85,4637.55,3,13,0
CUST_2311,53,Male,2,Month-to-month,Bank transfer,67.64,135.28,2,6,1
CUST_2312,55,Male,53,One year,Mailed check,61.15,3240.95,2,11,0
CUST_2313,62,Female,25,One year,Electronic check,111.71,2792.75,5,24,1
CUST_2314,56,Female,43,Month-to-month,Electronic check,92.44,3974.92,5,27,1
CUST_2315,73,Female,41,Month-to-month,Mailed check,95.6,3919.6,2,13,0
CUST_2316,27,Female,54,Month-to-month,Electronic check,45.14,2437.56,4,5,0
CUST_2317,71,Male,55,Two year,Credit card,62.45,3434.75,2,2,0
CUST_2318,64,Female,56,One year,Mailed check,94.25,5278.0,2,26,0
CUST_2319,69,Male,19,One year,Bank transfer,99.25,1885.75,2,5,1
CUST_2320,60,Female,58,Two year,Credit card,86.49,5016.42,1,18,0
CUST_2321,32,Female,45,Month-to-month,Bank transfer,33.16,1492.2,0,4,1
CUST_2322,74,Male,23,Month-to-month,Electronic check,68.86,1583.78,0,14,1
CUST_2323,72,Male,26,Month-to-month,Electronic check,69.82,1815.32,0,1,1
CUST_2324,26,Female,70,One year,Mailed check,114.71,8029.7,5,27,1
CUST_2325,35,Male,3,Month-to-month,Bank transfer,110.29,330.87,4,6,1
CUST_2326,55,Female,15,Month-to-month,Electronic check,83.72,1255.8,3,21,0
CUST_2327,54,Female,38,Two year,Credit card,96.42,3663.96,3,9,0
CUST_2328,20,Male,63,One year,Electronic check,56.69,3571.47,4,23,0
CUST_2329,44,Male,39,Month-to-month,Bank transfer,39.43,1537.77,1,1,1
CUST_2330,49,Female,20,Month-to-month,Bank transfer,38.19,763.8,5,22,0
CUST_2331,32,Male,22,One year,Mailed check,60.91,1340.02,2,6,1
CUST_2332,53,Male,56,Two year,Credit card,88.75,4970.0,3,16,0
CUST_2333,25,Male,2,One year,Electronic check,72.94,145.88,3,17,1
CUST_2334,52,Female,6,One year,Electronic check,66.82,400.92,0,9,0
CUST_2335,69,Female,2,Month-to-month,Credit card,47.43,94.86,1,9,1
CUST_2336,30,Female,32,Month-to-month,Electronic check,116.66,3733.12,5,15,0
CUST_2337,36,Male,9,Month-to-month,Bank transfer,102.09,918.81,0,24,1
CUST_2338,69,Female,18,Month-to-month,Credit card,30.58,550.44,1,8,1
CUST_2339,34,Female,64,Month-to-month,Credit card,79.96,5117.44,4,16,1
CUST_2340,69,Female,54,One year,Electronic check,98.82,5336.28,2,1,0
CUST_2341,45,Female,22,Two year,Bank transfer,71.29,1568.38,2,5,0
CUST_2342,56,Male,7,Month-to-month,Bank transfer,114.11,798.77,3,15,0
CUST_2343,43,Female,10,One year,Mailed check,70.0,700.0,4,27,1
CUST_2344,65,Female,9,Month-to-month,Bank transfer,111.8,1006.2,2,24,1
CUST_2345,24,Female,63,One year,Bank transfer,115.56,7280.28,5,25,1
CUST_2346,30,Male,62,Month-to-month,Electronic check,101.88,6316.56,3,22,0
CUST_2347,73,Female,55,One year,Electronic check,41.97,2308.35,3,18,1
CUST_2348,34,Male,62,Month-to-month,Electronic check,104.95,6506.9,5,2,0
CUST_2349,56,Male,50,Two year,Credit card,33.38,1669.0,5,25,1
CUST_2350,64,Male,32,Two year,Mailed check,50.8,1625.6,4,20,0
CUST_2351,45,Male,40,One year,Electronic check,87.06,3482.4,0,16,0
CUST_2352,40,Male,57,Month-to-month,Credit card,100.49,5727.93,3,19,0
CUST_2353,50,Female,8,Month-to-month,Credit card,82.16,657.28,3,28,0
CUST_2354,58,Male,42,One year,Mailed check,95.21,3998.82,0,17,0
CUST_2355,70,Male,17,Month-to-month,Electronic check,66.71,1134.07,4,17,1
CUST_2356,24,Male,65,Month-to-month,Mailed check,73.42,4772.3,2,25,1
CUST_2357,52,Female,48,Month-to-month,Bank transfer,102.57,4923.36,3,13,1
CUST_2358,63,Male,34,One year,Bank transfer,58.58,1991.72,2,25,1
CUST_2359,38,Female,22,One year,Electronic check,60.5,1331.0,4,8,1
CUST_2360,70,Female,65,One year,Mailed check,61.38,3989.7,5,5,0
CUST_2361,65,Male,10,One year,Bank transfer,37.97,379.7,3,19,0
CUST_2362,55,Male,66,One year,Bank transfer,98.18,6479.88,2,3,0
CUST_2363,52,Male,64,Month-to-month,Mailed check,42.12,2695.68,2,4,1
CUST_2364,26,Female,26,One year,Credit card,60.87,1582.62,4,9,0
CUST_2365,26,Male,7,Two year,Electronic check,99.48,696.36,1,8,0
CUST_2366,66,Male,69,Month-to-month,Credit card,41.91,2891.79,1,18,0
CUST_2367,57,Male,64,Month-to-month,Electronic check,93.79,6002.56,3,15,0
CUST_2368,39,Female,56,Month-to-month,Electronic check,90.56,5071.36,1,28,1
CUST_2369,49,Female,56,Month-to-month,Mailed check,95.43,5344.08,0,7,0
CUST_2370,27,Male,3,Month-to-month,Credit card,66.46,199.38,5,4,1
CUST_2371,55,Female,20,One year,Credit card,98.03,1960.6,3,1,0
CUST_2372,62,Female,30,Two year,Credit card,85.1,2553.0,0,9,0
CUST_2373,58,Female,52,One year,Mailed check,57.0,2964.0,0,12,0
CUST_2374,70,Male,61,Month-to-month,Bank transfer,69.02,4210.22,3,8,0
CUST_2375,61,Female,10,Month-to-month,Mailed check,87.87,878.7,1,18,1
CUST_2376,65,Male,20,Month-to-month,Bank transfer,113.09,2261.8,0,6,1
CUST_2377,20,Female,40,One year,Credit card,117.23,4689.2,1,21,0
CUST_2378,65,Female,36,Month-to-month,Mailed check,51.85,1866.6,0,11,0
CUST_2379,48,Female,62,One year,Electronic check,46.84,2904.08,0,11,0
CUST_2380,18,Male,69,One year,Mailed check,104.79,7230.51,1,18,0
CUST_2381,28,Female,32,Month-to-month,Mailed check,38.33,1226.56,3,10,1
CUST_2382,34,Female,43,Month-to-month,Credit card,113.04,4860.72,1,24,1
CUST_2383,26,Male,64,Month-to-month,Mailed check,56.99,3647.36,3,27,0
CUST_2384,42,Male,70,One year,Bank transfer,92.01,6440.7,3,25,0
CUST_2385,32,Male,39,One year,Bank transfer,112.58,4390.62,0,10,0
CUST_2386,48,Male,10,One year,Bank transfer,90.83,908.3,1,25,0
CUST_2387,74,Male,10,Two year,Mailed check,90.34,903.4,1,13,0
CUST_2388,67,Male,4,Two year,Credit card,93.56,374.24,4,2,1
CUST_2389,24,Male,44,Month-to-month,Bank transfer,31.41,1382.04,1,12,1
CUST_2390,30,Female,14,One year,Credit card,77.69,1087.66,3,27,0
CUST_2391,56,Male,37,Month-to-month,Bank transfer,45.15,1670.55,0,18,0
CUST_2392,49,Male,5,Two year,Bank transfer,83.59,417.95,5,4,1
CUST_2393,34,Male,71,Month-to-month,Mailed check,94.86,6735.06,4,15,1
CUST_2394,42,Male,21,Month-to-month,Mailed check,77.91,1636.11,4,4,1
CUST_2395,36,Male,71,Month-to-month,Bank transfer,35.51,2521.21,2,13,0
CUST_2396,73,Male,36,Month-to-month,Bank transfer,80.4,2894.4,3,23,0
CUST_2397,31,Female,15,Month-to-month,Bank transfer,116.22,1743.3,5,8,1
CUST_2398,68,Male,68,Month-to-month,Credit card,34.14,2321.52,0,6,0
CUST_2399,45,Female,48,One year,Mailed check,107.47,5158.56,2,5,0
CUST_2400,61,Male,24,Two year,Credit card,114.2,2740.8,4,5,1
CUST_2401,60,Female,6,One year,Credit card,70.31,421.86,5,1,0
CUST_2402,73,Male,3,Two year,Mailed check,80.69,242.07,3,21,0
CUST_2403,27,Male,70,Two year,Electronic check,48.4,3388.0,5,5,0
CUST_2404,66,Female,44,Month-to-month,Bank transfer,106.88,4702.72,4,16,1
CUST_2405,65,Female,69,Two year,Electronic check,34.29,2366.01,3,17,0
CUST_2406,40,Male,44,Month-to-month,Mailed check,59.62,2623.28,5,14,0
CUST_2407,41,Male,10,One year,Mailed check,79.91,799.1,2,22,1
CUST_2408,26,Male,19,Month-to-month,Credit card,101.6,1930.4,5,26,1
CUST_2409,26,Female,62,Month-to-month,Credit card,35.66,2210.92,0,28,0
CUST_2410,53,Male,5,Month-to-month,Bank transfer,76.12,380.6,3,13,0
CUST_2411,22,Male,70,One year,Electronic check,40.79,2855.3,3,16,0
CUST_2412,29,Female,34,Month-to-month,Credit card,105.29,3579.86,2,17,1
CUST_2413,48,Male,17,Month-to-month,Mailed check,98.84,1680.28,5,28,1
CUST_2414,62,Female,19,Month-to-month,Bank transfer,69.61,1322.59,1,27,0
CUST_2415,20,Male,11,One year,Credit card,55.15,606.65,2,5,0
CUST_2416,36,Female,38,Month-to-month,Electronic check,61.33,2330.54,5,6,0
CUST_2417,34,Female,39,Month-to-month,Mailed check,81.32,3171.48,0,27,0
CUST_2418,22,Female,8,Month-to-month,Credit card,60.43,483.44,5,15,1
